wave[A],flux[1e-17cgs],err[1e-17cgs]
7004.115733484671,0.9119683,0.054174036
7004.466181713771,0.79208994,0.048970286
7004.816647477406,0.7014308,0.040366407
7005.167130776467,0.35747626,0.0503754
7005.517631611818,0.12754276,0.041195583
7005.868149984342,0.09720246,0.052021544
7006.218685894926,0.047928303,0.059898596
7006.5692393444315,-0.019608397,0.043526847
7006.919810333751,-0.019608397,0.052686494
7007.270398863747,0.046172537,0.043635137
7007.621004935312,0.047928303,0.035798926
7007.9716285493105,0.046172537,0.047476403
7008.322269706632,0.046172537,0.037975706
7008.672928408143,0.010757341,0.04244751
7009.023604654725,0.010757341,0.045102317
7009.3742984472665,-0.025090052,0.03490185
7009.725009786629,-0.025090052,0.047613792
7010.075738673705,0.03774121,0.041591156
7010.4264851093585,0.15542872,0.03455153
7010.777249094482,0.36268574,0.048904214
7011.128030629939,0.3689632,0.039981667
7011.4788297166215,0.3689632,0.04836524
7011.829646355393,0.39457515,0.047482844
7012.180480547142,0.39457515,0.038331956
7012.53133229275,0.39457515,0.051711574
7012.882201593083,0.39880958,0.052863903
7013.233088449034,0.60325134,0.05288733
7013.583992861465,0.60325134,0.0731495
7013.934914831264,0.60325134,0.05208416
7014.285854359315,0.27071744,0.05380791
7014.636811446483,0.17044364,0.046081826
7014.98778609366,0.040890437,0.035622716
7015.3387783017115,0.021378407,0.046654075
7015.6897880715305,0.021378407,0.043763258
7016.04081540398,0.040890437,0.034207895
7016.391860299954,0.08663892,0.048451208
7016.742922760317,0.12567167,0.035829198
7017.094002785954,0.3449931,0.044810023
7017.445100377753,0.45595667,0.046406005
7017.796215536577,0.7283521,0.04193982
7018.147348263319,0.9719426,0.05781965
7018.498498558845,0.9742972,0.044301424
7018.849666424047,0.98671305,0.050848965
7019.200851859792,1.0190021,0.060939115
7019.552054866971,1.0368088,0.039401762
7019.90327544645,1.0377642,0.052466407
7020.254513599115,1.0910445,0.04835963
7020.6057693258535,1.0910445,0.04129873
7020.957042627529,1.0377642,0.055093065
7021.308333505036,1.0268328,0.042262923
7021.659641959239,0.8450309,0.047135666
7022.010967991032,0.6527891,0.048712328
7022.362311601281,0.38942307,0.038496573
7022.713672790879,0.32640478,0.04765932
7023.065051560691,0.3027803,0.04478107
7023.416447911605,0.25258422,0.037208352
7023.767861844506,0.16490196,0.049853403
7024.1192933602615,0.09142361,0.036336962
7024.470742459764,0.030514015,0.04352895
7024.822209143879,0.030514015,0.04276574
7025.173693413495,0.030514015,0.035699606
7025.525195269497,0.16699392,0.050011665
7025.876714712753,0.37976953,0.04322623
7026.2282517441545,0.58954793,0.04371284
7026.579806364569,0.9902485,0.056232333
7026.931378574891,1.0148406,0.039605524
7027.282968375986,1.0730226,0.054697856
7027.634575768747,1.1183528,0.048528153
7027.986200754041,1.1664094,0.041238077
7028.337843332757,1.1664094,0.06028273
7028.6895035057805,1.1621728,0.041913595
7029.041181273978,1.1183528,0.05231982
7029.392876638243,1.1025662,0.05085986
7029.744589599443,0.9987745,0.038944438
7030.096320158474,0.8605088,0.0544926
7030.448068316199,0.7647612,0.04791872
7030.799834073516,0.46562546,0.038144674
7031.151617431289,0.46562546,0.050166197
7031.503418390406,0.46562546,0.038332228
7031.8552369517565,0.5847765,0.05322419
7032.207073116206,0.5847765,0.049950086
7032.558926884649,0.5847765,0.03915972
7032.910798257953,0.38273135,0.05005418
7033.262687237011,0.32688448,0.037558045
7033.614593822693,0.32688448,0.04373364
7033.966518015891,0.32688448,0.043469477
7034.318459817474,0.3758977,0.038484175
7034.670419228329,0.4020221,0.05193394
7035.022396249345,0.6045072,0.04776942
7035.374390881388,0.6045072,0.040597435
7035.726403125353,0.6045072,0.053549375
7036.078432982108,0.5279441,0.036803868
7036.430480452549,0.43491852,0.050965715
7036.782545537541,0.3672532,0.045080982
7037.134628237983,0.34160253,0.036178652
7037.486728554738,0.30737028,0.0499001
7037.8388464886975,0.2434681,0.037527148
7038.190982040749,0.22784871,0.046333026
7038.543135211759,0.20493782,0.04477168
7038.895306002625,0.094583996,0.036223605
7039.247494414214,0.053376872,0.04827543
7039.599700447414,0.0133261345,0.04422418
7039.951924103114,0.0066965683,0.036921795
7040.304165382182,-0.030230062,0.046892904
7040.656424285513,-0.030230062,0.034559064
7041.008700813975,-0.030230062,0.049747847
7041.360994968465,-0.04334261,0.04602048
