wave[A],flux[1e-17cgs],err[1e-17cgs]
7004.115733484671,1.7699554,0.06732334
7004.466181713771,1.9830956,0.08015668
7004.816647477406,1.9830956,0.06912018
7005.167130776467,1.9830956,0.074679196
7005.517631611818,1.5329372,0.087075576
7005.868149984342,1.0940983,0.07605845
7006.218685894926,0.9326429,0.064457454
7006.5692393444315,0.9326429,0.0602564
7006.919810333751,0.9326429,0.061613347
7007.270398863747,1.4262155,0.078443535
7007.621004935312,1.6811203,0.06556629
7007.9716285493105,1.7078975,0.062632374
7008.322269706632,1.7204196,0.069416165
7008.672928408143,1.8499242,0.065377146
7009.023604654725,2.128874,0.062141027
7009.3742984472665,2.4595532,0.064719915
7009.725009786629,2.4595532,0.06349562
7010.075738673705,2.4595532,0.07221186
7010.4264851093585,1.9206005,0.05996187
7010.777249094482,1.5948889,0.06313379
7011.128030629939,1.5948889,0.073466845
7011.4788297166215,1.5948889,0.06357957
7011.829646355393,2.166363,0.0653121
7012.180480547142,2.383455,0.076704465
7012.53133229275,2.383455,0.0849477
7012.882201593083,2.60511,0.11426412
7013.233088449034,2.622291,0.08759623
7013.583992861465,2.9142678,0.07966068
7013.934914831264,3.1175258,0.0823024
7014.285854359315,3.1175258,0.059973374
7014.636811446483,3.1175258,0.0687993
7014.98778609366,2.7331803,0.06273761
7015.3387783017115,2.395298,0.06356524
7015.6897880715305,1.6832695,0.07583467
7016.04081540398,1.2460995,0.061224956
7016.391860299954,1.2460995,0.06347945
7016.742922760317,1.2088453,0.06409591
7017.094002785954,1.2068108,0.058347985
7017.445100377753,1.2068108,0.070880964
7017.796215536577,0.86514854,0.06014566
7018.147348263319,0.614951,0.060935076
7018.498498558845,0.46814898,0.065837055
7018.849666424047,0.38415673,0.058230154
7019.200851859792,0.36349955,0.05836552
7019.552054866971,0.17712435,0.058774423
7019.90327544645,0.17712435,0.05305106
7020.254513599115,0.17712435,0.06872953
7020.6057693258535,0.18939494,0.054888245
7020.957042627529,0.23854904,0.057582084
7021.308333505036,0.23854904,0.064209625
7021.659641959239,0.23854904,0.058255464
7022.010967991032,0.2898659,0.05703628
7022.362311601281,0.2898659,0.056299634
7022.713672790879,0.22143395,0.0563049
7023.065051560691,0.1953205,0.067755036
7023.416447911605,0.17010778,0.05452549
7023.767861844506,0.1622259,0.05539494
7024.1192933602615,0.066855855,0.05674814
7024.470742459764,0.041448656,0.055641692
7024.822209143879,0.020479372,0.06872657
7025.173693413495,0.020479372,0.054734927
7025.525195269497,0.041448656,0.055911195
7025.876714712753,0.33307195,0.06691708
7026.2282517441545,0.85597056,0.06278657
7026.579806364569,1.7757668,0.063086785
7026.931378574891,2.363771,0.06494304
7027.282968375986,2.599238,0.06812961
7027.634575768747,2.599238,0.08921238
7027.986200754041,2.599238,0.067173004
7028.337843332757,2.141073,0.065562114
7028.6895035057805,1.4411782,0.07260935
7029.041181273978,0.7577818,0.058998156
7029.392876638243,0.31568533,0.066146135
7029.744589599443,0.17169663,0.057595696
7030.096320158474,0.07631923,0.056171343
7030.448068316199,0.07631923,0.06951034
7030.799834073516,0.07631923,0.05786425
7031.151617431289,0.07631923,0.056754965
7031.503418390406,0.07631923,0.060369357
7031.8552369517565,0.023408303,0.05631358
7032.207073116206,0.014451623,0.06743628
7032.558926884649,0.0015165975,0.054484826
7032.910798257953,-0.010815192,0.05644418
7033.262687237011,-0.012591001,0.06389114
7033.614593822693,-0.014533071,0.054492343
7033.966518015891,-0.014533071,0.06321758
7034.318459817474,-0.014533071,0.056961697
7034.670419228329,-0.022489453,0.05552419
7035.022396249345,0.053627502,0.06828841
7035.374390881388,0.053627502,0.055942096
7035.726403125353,0.029920718,0.056509685
7036.078432982108,-0.010114125,0.05575957
