wave[A],flux[1e-17cgs],err[1e-17cgs]
7004.11573359299,0.51171416,0.07333805
7004.466181822088,0.51171416,0.07011978
7004.816647585736,1.1182636,0.06569046
7005.167130884795,1.2778252,0.09770121
7005.5176317201585,1.2778252,0.09685225
7005.868150092689,1.2778252,0.079258546
7006.218686003271,1.0569626,0.103088975
7006.569239452789,0.6308655,0.0624851
7006.919810442107,0.31567743,0.07174761
7007.270398972115,0.31567743,0.06407849
7007.621005043678,0.31567743,0.050093908
7007.9716286576895,0.49760175,0.075374015
7008.322269815009,0.734195,0.078137554
7008.672928516532,0.8477111,0.06638005
7009.023604763121,0.8477111,0.09054596
7009.37429855566,0.8477111,0.058417395
7009.725009895034,0.5706215,0.077006936
7010.0757387821095,0.30935884,0.066561
7010.426485217775,0.07506004,0.04959291
7010.777249202897,0.054173995,0.06239635
7011.128030738366,0.054173995,0.059954416
7011.478829825047,0.07506004,0.049325313
7011.829646463832,0.19189854,0.067104265
7012.180480655586,0.20304455,0.050346322
7012.531332401192,0.20740305,0.085329644
7012.882201701538,0.34071198,0.080675274
7013.233088557487,0.3617829,0.075238846
7013.5839929699305,0.34071198,0.10584138
7013.934914939735,0.34071198,0.08062511
7014.285854467785,0.28762186,0.056912966
7014.636811554965,0.28762186,0.06023069
7014.98778620214,0.28762186,0.048010424
7015.338778410204,0.31426156,0.07175387
7015.689788180021,0.48776424,0.07102509
7016.040815512483,0.49232268,0.061302442
7016.391860408456,0.49232268,0.07798814
7016.742922868832,0.48776424,0.062064905
7017.094002894474,0.32815787,0.062499695
7017.445100486271,0.24457952,0.062969804
7017.796215645108,0.17237285,0.04957607
7018.147348371848,0.12452065,0.068870895
7018.498498667387,0.12452065,0.061420508
7018.849666532587,0.12452065,0.047101974
7019.200851968345,0.34109867,0.074338704
7019.552054975522,0.34109867,0.05874849
7019.903275555013,0.34109867,0.06402285
7020.254513707684,0.32324213,0.06543516
7020.605769434421,0.19491379,0.053576525
7020.957042736109,0.08637304,0.06789231
7021.308333613613,0.015638217,0.060614802
7021.65964206783,-3.6772406e-06,0.051342174
7022.010968099621,0.015638217,0.06532585
7022.362311709882,-3.6772406e-06,0.04882798
7022.713672899478,-0.0046388325,0.065405846
7023.065051669304,-0.0046388325,0.056339197
7023.416448020223,-0.0046388325,0.051176924
7023.7678619531225,-0.010582448,0.070804276
7024.11929346889,-0.0046388325,0.06252423
7024.470742568391,0.011332593,0.049589265
7024.822209252519,0.014990576,0.061053827
7025.17369352214,0.060140435,0.05209063
7025.525195378141,0.1888152,0.06878119
7025.876714821408,0.36611542,0.06538898
7026.228251852809,0.36611542,0.06079168
7026.579806473236,0.36611542,0.07517203
7026.9313786835555,0.29099524,0.056449406
7027.282968484663,0.057172805,0.05527894
7027.634575877422,0.057172805,0.059884805
7027.98620086273,0.049450923,0.05030296
7028.337843441451,0.021208616,0.066606745
7028.689503614472,0.021208616,0.058195535
7029.041181382682,0.010398069,0.04950621
7029.392876746946,0.010398069,0.06532328
7029.744589708159,0.004213014,0.04832759
7030.096320267187,-0.03361926,0.067138836
7030.448068424926,0.004213014,0.061271023
7030.79983418224,0.009612569,0.049526166
7031.151617540027,0.004213014,0.06609018
7031.503418499149,-0.018236265,0.053521108
7031.8552370604975,0.0026431596,0.056590784
7032.2070732249595,-0.018236265,0.06009223
7032.558926993401,-0.042401124,0.04730778
7032.910798366717,-0.025140226,0.06602123
7033.262687345774,-0.041315164,0.06338262
7033.614593931468,-0.05526019,0.049721144
7033.966518124665,-0.041315164,0.06815558
