wave[A],flux[1e-17cgs],err[1e-17cgs]
7004.115733516156,0.32383898,0.044911686
7004.46618174525,0.11156619,0.045597732
7004.8166475088865,0.059672426,0.048088543
7005.167130807949,0.059672426,0.046417188
7005.517631643302,0.059672426,0.04947221
7005.868150015835,0.27714023,0.049896237
7006.218685926413,0.31819606,0.04504903
7006.569239375927,0.3555878,0.046456594
7006.919810365241,0.3606076,0.044663984
7007.270398895246,0.3814672,0.046261575
7007.621004966805,0.4111204,0.045986857
7007.971628580805,0.7786093,0.04876081
7008.322269738129,1.2071041,0.057014156
7008.672928439641,1.2071041,0.05776507
7009.023604686232,1.2071041,0.056530632
7009.374298478768,0.8821972,0.05340667
7009.725009818131,0.41680157,0.046032257
7010.075738705209,-0.00479704,0.044297732
7010.426485140864,-0.00479704,0.04355885
7010.777249125988,-0.00479704,0.03809081
7011.128030661447,-0.0044949725,0.044135135
7011.478829748132,0.06358317,0.043482155
7011.829646386906,0.07619872,0.04253552
7012.180480578662,0.3028398,0.05291685
7012.531332324265,0.7322553,0.05673579
7012.8822016245995,1.0484211,0.073098876
7013.2330884805515,1.385103,0.06333213
7013.583992892985,1.385103,0.06252689
7013.9349148627925,1.385103,0.061633013
7014.285854390838,1.0931467,0.05468338
7014.636811478014,0.6638588,0.047571648
7014.987786125186,0.5242968,0.04446202
7015.338778333246,0.5242968,0.041751932
7015.68978810306,0.5242968,0.051286377
7016.040815435511,0.5242968,0.05149
7016.391860331486,0.5242968,0.047076378
7016.742922791851,0.30417165,0.047461886
7017.094002817497,0.30417165,0.041476756
7017.44510040929,0.30417165,0.047822535
7017.7962155681225,0.44295245,0.0480379
7018.1473482948595,0.9046012,0.04836386
7018.498498590394,0.9046012,0.05517733
7018.849666455591,0.9046012,0.052811418
7019.200851891337,0.6724632,0.048823617
7019.552054898518,0.4802054,0.04735047
7019.903275477998,0.4802054,0.046012882
7020.254513630673,0.4802054,0.051290978
7020.605769357405,0.49601704,0.047385253
7020.957042659089,0.65643114,0.047272287
7021.30833353659,0.9188383,0.05365495
7021.659641990802,0.9188383,0.056551307
7022.0109680225905,0.9188383,0.0547321
7022.362311632841,1.1256253,0.05401547
7022.71367282244,1.1256253,0.052641794
7023.065051592253,1.1256253,0.05648565
7023.4164479431765,1.4379247,0.057725314
7023.767861876072,1.9434164,0.058333494
7024.119293391829,2.1351705,0.06597948
7024.470742491333,2.1733084,0.06386929
7024.82220917545,2.1733084,0.061807126
7025.173693445074,2.1733084,0.06353994
7025.525195301071,1.9816991,0.05736643
7025.876714744335,1.886628,0.061214983
7026.228251775731,1.4273307,0.059750795
7026.579806396155,1.0853589,0.053236492
7026.93137860647,0.69676274,0.049355738
7027.282968407567,0.50532424,0.045382354
7027.63457580033,0.31313616,0.047369283
7027.986200785626,0.22632617,0.04225251
7028.33784336435,0.20153517,0.04034075
7028.689503537368,0.09949586,0.045695018
7029.041181305573,0.09949586,0.0445242
7029.392876669834,0.09949586,0.042141203
7029.744589631044,0.28792772,0.045756284
7030.096320190068,0.7018107,0.047112785
7030.448068347795,1.3003978,0.05971704
7030.799834105113,1.5147063,0.05931237
7031.151617462888,1.5147063,0.05896467
7031.503418422014,1.5147063,0.059219353
7031.855236983359,1.5147063,0.057010885
7032.207073147817,1.5147063,0.06161972
7032.558926916254,1.6412956,0.056584597
7032.910798289567,1.6412956,0.05718799
7033.26268726862,1.6412956,0.06164118
7033.614593854302,1.5680175,0.05980635
7033.966518047502,1.2840925,0.056986477
7034.318459849087,0.8090114,0.053621713
7034.670419259951,0.8090114,0.04937061
7035.0223962809605,0.7967966,0.05167465
