wave[A],flux[1e-17cgs],err[1e-17cgs]
7004.115733484671,0.051199105,0.178923
7004.466181713771,0.5051011,0.18929951
7004.816647477406,0.9067622,0.24229294
7005.167130776467,1.1063919,0.18153672
7005.517631611818,1.5141115,0.23135807
7005.868149984342,1.594627,0.23592785
7006.218685894926,1.594627,0.1698277
7006.5692393444315,1.594627,0.2318501
7006.919810333751,1.4685379,0.18783773
7007.270398863747,1.3784921,0.18536074
7007.621004935312,1.1066899,0.21441644
7007.9716285493105,1.0750352,0.16140614
7008.322269706632,1.0750352,0.21128
7008.672928408143,1.0750352,0.20233469
7009.023604654725,1.3801441,0.1678408
7009.3742984472665,1.7343144,0.22932215
7009.725009786629,1.9004798,0.18570806
7010.075738673705,2.0739446,0.21556848
7010.4264851093585,2.1400495,0.24111006
7010.777249094482,2.1400495,0.17807966
7011.128030629939,2.0739446,0.23054913
7011.4788297166215,2.069208,0.21883456
7011.829646355393,1.9678462,0.21382803
7012.180480547142,1.6310924,0.27132756
7012.53133229275,1.2234935,0.2151629
7012.882201593083,0.5689147,0.24762355
7013.233088449034,0.16310939,0.23300923
7013.583992861465,0.098298796,0.1613006
7013.934914831264,0.098298796,0.19621609
7014.285854359315,0.098298796,0.1661315
7014.636811446483,0.098298796,0.1723015
7014.98778609366,0.13887012,0.204634
7015.3387783017115,0.26858068,0.15266901
7015.6897880715305,0.29646996,0.18288904
7016.04081540398,0.3971109,0.18268095
7016.391860299954,0.46374446,0.16198553
7016.742922760317,0.6935786,0.20835236
7017.094002785954,0.6935786,0.15989804
7017.445100377753,0.6935786,0.17568691
7017.796215536577,0.6935786,0.18294898
7018.147348263319,0.70855033,0.14464408
7018.498498558845,0.70855033,0.2064369
7018.849666424047,0.81733155,0.17779256
7019.200851859792,1.2743703,0.1790557
7019.552054866971,1.3677262,0.2254692
7019.90327544645,1.50274,0.17455639
7020.254513599115,1.50274,0.21606767
7020.6057693258535,1.50274,0.21056052
7020.957042627529,0.9936516,0.15827025
7021.308333505036,0.6883342,0.20029725
7021.659641959239,0.16058731,0.15070261
7022.010967991032,0.040022492,0.17633565
7022.362311601281,0.040022492,0.20201659
7022.713672790879,0.046662133,0.14799245
7023.065051560691,0.036104582,0.20602025
7023.416447911605,0.046662133,0.17045958
7023.767861844506,0.06709195,0.15790223
7024.1192933602615,0.06351846,0.19027881
7024.470742459764,0.06351846,0.1603722
7024.822209143879,0.06351846,0.19295019
7025.173693413495,0.00079712336,0.1776802
7025.525195269497,0.00079712336,0.16111048
7025.876714712753,0.00079712336,0.20295496
7026.2282517441545,0.023036353,0.15672767
7026.579806364569,0.023036353,0.17962171
7026.931378574891,0.19956686,0.20508076
7027.282968375986,0.21611582,0.14793848
7027.634575768747,0.31366158,0.19413747
7027.986200754041,0.37672535,0.17807153
7028.337843332757,0.41881254,0.17122695
7028.6895035057805,0.41881254,0.20779637
7029.041181273978,0.41881254,0.15872204
7029.392876638243,0.16342777,0.18556923
7029.744589599443,0.16342777,0.17130236
7030.096320158474,0.037219204,0.15445241
7030.448068316199,0.037219204,0.19793104
7030.799834073516,0.16342777,0.16240105
7031.151617431289,0.104767114,0.18238764
7031.503418390406,0.037219204,0.19691159
7031.8552369517565,-0.11301806,0.16330785
7032.207073116206,-0.1009931,0.21989009
7032.558926884649,-0.1009931,0.1699253
7032.910798257953,-0.1009931,0.17270413
7033.262687237011,-0.1009931,0.18049437
7033.614593822693,-0.05512187,0.15180664
7033.966518015891,-0.022233987,0.20138764
7034.318459817474,-0.022233987,0.17973234
7034.670419228329,0.089627594,0.17046228
7035.022396249345,0.14926453,0.20094179
7035.374390881388,0.14926453,0.14859809
7035.726403125353,0.14926453,0.19343159
7036.078432982108,0.1881867,0.17921937
7036.430480452549,-0.038471162,0.15949427
7036.782545537541,-0.038471162,0.1955088
7037.134628237983,0.073014215,0.15837374
7037.486728554738,0.1881867,0.18269314
7037.8388464886975,0.35400727,0.1958558
7038.190982040749,0.35400727,0.16080104
7038.543135211759,0.35400727,0.19854164
7038.895306002625,0.28733525,0.16458853
7039.247494414214,0.19090639,0.17361365
7039.599700447414,0.10185229,0.19662938
7039.951924103114,0.10185229,0.15037748
7040.304165382182,0.27813727,0.2026247
7040.656424285513,0.27813727,0.17168662
7041.008700813975,1.0728551,0.17753324
7041.360994968465,1.5028836,0.22259332
7041.71330674985,1.7494437,0.1832796
7042.065636159026,1.7965914,0.24159572
7042.417983196861,1.7965914,0.22288439
7042.770347864244,1.7965914,0.20922326
7043.122730162065,1.6868186,0.2564055
7043.47513009119,1.1662643,0.1624396
7043.827547652518,0.99504256,0.2128165
7044.179982846915,0.7395504,0.17950957
7044.532435675278,0.6238198,0.16241312
7044.884906138475,0.5585158,0.21064475
7045.237394237403,0.54877925,0.15786868
7045.589899972931,0.285364,0.18320201
7045.942423345947,0.285364,0.1870409
7046.29496435734,0.1208254,0.15671949
7046.64752300798,0.1208254,0.21333928
7047.000099298763,0.2622936,0.17100471
7047.3526932305585,0.3425677,0.19991851
7047.705304804262,0.3728193,0.20483053
7048.057934020742,0.8366627,0.16398332
7048.410580880896,1.2455492,0.24314491
7048.763245385593,1.2455492,0.20835887
