wave[A],flux[1e-17cgs],err[1e-17cgs]
7004.115733484671,1.9323096,0.10886087
7004.466181713771,1.5198795,0.11870111
7004.816647477406,1.2195683,0.13852061
7005.167130776467,0.6237781,0.093649
7005.517631611818,0.13655993,0.13217352
7005.868149984342,0.12845038,0.14161111
7006.218685894926,-0.039375287,0.10290257
7006.5692393444315,-0.039375287,0.1443234
7006.919810333751,0.016287277,0.09981252
7007.270398863747,0.0216857,0.10437036
7007.621004935312,0.0216857,0.12074804
7007.9716285493105,1.1196879,0.09339298
7008.322269706632,4.381667,0.14024673
7008.672928408143,7.080018,0.13287969
7009.023604654725,7.080018,0.099545516
7009.3742984472665,7.080018,0.1507207
7009.725009786629,6.3811927,0.113793164
7010.075738673705,3.0340183,0.11275
7010.4264851093585,0.90304035,0.13576038
7010.777249094482,0.17164598,0.08812872
7011.128030629939,0.103644006,0.12226932
7011.4788297166215,0.04217203,0.122740544
7011.829646355393,0.04217203,0.08416354
7012.180480547142,0.08095797,0.11253507
7012.53133229275,0.08095797,0.09873732
7012.882201593083,0.15318592,0.11202481
7013.233088449034,0.75460196,0.16279615
7013.583992861465,4.152927,0.12810887
7013.934914831264,7.3715415,0.16571389
7014.285854359315,7.3715415,0.14038573
7014.636811446483,7.3715415,0.11247398
7014.98778609366,6.3475184,0.13969837
7015.3387783017115,6.3475184,0.09716667
7015.6897880715305,6.3475184,0.14454792
7016.04081540398,7.1808743,0.13602394
7016.391860299954,8.925514,0.09711679
7016.742922760317,8.925514,0.13673154
7017.094002785954,8.925514,0.11662927
7017.445100377753,7.174041,0.10948765
7017.796215536577,6.1124344,0.14404
7018.147348263319,6.1124344,0.095382765
7018.498498558845,6.1124344,0.1319453
7018.849666424047,7.0486336,0.13531217
7019.200851859792,7.153056,0.09566463
7019.552054866971,7.153056,0.14488766
7019.90327544645,7.153056,0.12415282
7020.254513599115,5.7088003,0.110726066
7020.6057693258535,3.4668255,0.1364357
7020.957042627529,1.5671221,0.09980964
7021.308333505036,0.8897067,0.12969255
7021.659641959239,0.8897067,0.121134125
7022.010967991032,0.8897067,0.090256594
7022.362311601281,2.5754714,0.13589278
7022.713672790879,3.1328032,0.10936384
7023.065051560691,3.2269974,0.1139997
7023.416447911605,3.2922313,0.13759
7023.767861844506,3.2922313,0.10188882
7024.1192933602615,3.2269974,0.14776097
7024.470742459764,2.8465922,0.13168825
7024.822209143879,2.1503282,0.10932509
7025.173693413495,1.5656271,0.14601853
7025.525195269497,0.97538704,0.09235992
7025.876714712753,0.58864254,0.12315444
7026.2282517441545,0.4571371,0.12258917
7026.579806364569,0.066828296,0.08557662
7026.931378574891,0.055987064,0.122580096
7027.282968375986,0.05446475,0.10051542
7027.634575768747,0.03855131,0.09544025
7027.986200754041,0.03855131,0.115441024
7028.337843332757,0.03855131,0.088747516
7028.6895035057805,0.07561178,0.12199267
7029.041181273978,0.07667721,0.11875636
7029.392876638243,0.07667721,0.086109035
7029.744589599443,0.07561178,0.11476931
7030.096320158474,0.048749268,0.09858067
7030.448068316199,0.040202986,0.10211889
7030.799834073516,-0.0018903293,0.120442905
7031.151617431289,-0.039039932,0.08459744
7031.503418390406,-0.059923377,0.12532789
7031.8552369517565,-0.059923377,0.105017
7032.207073116206,-0.059923377,0.096679166
7032.558926884649,0.12399269,0.12332882
7032.910798257953,0.58600914,0.09339717
7033.262687237011,2.3256044,0.14177713
7033.614593822693,3.8603756,0.13857107
7033.966518015891,6.302666,0.09759303
7034.318459817474,8.300389,0.1428138
7034.670419228329,9.962559,0.12048651
7035.022396249345,9.962559,0.1318999
7035.374390881388,9.962559,0.1539486
7035.726403125353,8.933372,0.10237159
7036.078432982108,6.3928328,0.13871796
7036.430480452549,6.240668,0.122428425
